2024-09-30 11:45:34,570 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Current SDK version is 0.18.1
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Configure stats pid to 72146
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Loading settings from /home/jechmate/.config/wandb/settings
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Loading settings from /home/jechmate/diffAE-elibeams/wandb/settings
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Loading settings from environment variables: {}
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'vae.py', 'program_abspath': '/home/jechmate/diffAE-elibeams/vae.py', 'program': '/home/jechmate/diffAE-elibeams/vae.py'}
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Applying login settings: {'api_key': '***REDACTED***', 'force': True}
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Applying login settings: {'api_key': '***REDACTED***'}
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_setup.py:_flush():77] Applying login settings: {}
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_init.py:_log_setup():532] Logging user logs to /home/jechmate/diffAE-elibeams/wandb/run-20240930_114534-jrmyfoxk/logs/debug.log
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_init.py:_log_setup():533] Logging internal logs to /home/jechmate/diffAE-elibeams/wandb/run-20240930_114534-jrmyfoxk/logs/debug-internal.log
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_init.py:init():616] calling init triggers
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_init.py:init():623] wandb.init called with sweep_config: {}
config: {'epochs': 100, 'batch_size': 64, 'learning_rate': 0.001, 'latent_dim': 64}
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_init.py:init():666] starting backend
2024-09-30 11:45:34,571 INFO    MainThread:72146 [wandb_init.py:init():670] setting up manager
2024-09-30 11:45:34,572 INFO    MainThread:72146 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-09-30 11:45:34,573 INFO    MainThread:72146 [wandb_init.py:init():678] backend started and connected
2024-09-30 11:45:34,574 INFO    MainThread:72146 [wandb_init.py:init():773] updated telemetry
2024-09-30 11:45:34,579 INFO    MainThread:72146 [wandb_init.py:init():806] communicating run to backend with 90.0 second timeout
2024-09-30 11:45:34,828 INFO    MainThread:72146 [wandb_init.py:init():857] starting run threads in backend
2024-09-30 11:45:34,915 INFO    MainThread:72146 [wandb_run.py:_console_start():2459] atexit reg
2024-09-30 11:45:34,915 INFO    MainThread:72146 [wandb_run.py:_redirect():2307] redirect: wrap_raw
2024-09-30 11:45:34,915 INFO    MainThread:72146 [wandb_run.py:_redirect():2372] Wrapping output streams.
2024-09-30 11:45:34,915 INFO    MainThread:72146 [wandb_run.py:_redirect():2397] Redirects installed.
2024-09-30 11:45:34,916 INFO    MainThread:72146 [wandb_init.py:init():900] run started, returning control to user process
2024-09-30 11:49:52,526 INFO    MainThread:72146 [wandb_run.py:_finish():2158] finishing run matejech-eli-beamlines/vae/jrmyfoxk
2024-09-30 11:49:52,526 INFO    MainThread:72146 [wandb_run.py:_atexit_cleanup():2422] got exitcode: 0
2024-09-30 11:49:52,526 INFO    MainThread:72146 [wandb_run.py:_restore():2404] restore
2024-09-30 11:49:52,526 INFO    MainThread:72146 [wandb_run.py:_restore():2410] restore done
2024-09-30 11:49:56,512 INFO    MainThread:72146 [wandb_run.py:_footer_history_summary_info():4037] rendering history
2024-09-30 11:49:56,513 INFO    MainThread:72146 [wandb_run.py:_footer_history_summary_info():4069] rendering summary
2024-09-30 11:49:56,516 INFO    MainThread:72146 [wandb_run.py:_footer_sync_info():3996] logging synced files
