2024-10-02 12:09:30,618 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Current SDK version is 0.18.1
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Configure stats pid to 2155643
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Loading settings from /home/jechmate/.config/wandb/settings
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Loading settings from /home/jechmate/diffAE-elibeams/wandb/settings
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Loading settings from environment variables: {}
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'vae.py', 'program_abspath': '/home/jechmate/diffAE-elibeams/vae.py', 'program': '/home/jechmate/diffAE-elibeams/vae.py'}
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Applying login settings: {'api_key': '***REDACTED***', 'force': True}
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Applying login settings: {'api_key': '***REDACTED***'}
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_setup.py:_flush():77] Applying login settings: {}
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_init.py:_log_setup():532] Logging user logs to /home/jechmate/diffAE-elibeams/wandb/run-20241002_120930-p79b08jt/logs/debug.log
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_init.py:_log_setup():533] Logging internal logs to /home/jechmate/diffAE-elibeams/wandb/run-20241002_120930-p79b08jt/logs/debug-internal.log
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_init.py:init():616] calling init triggers
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_init.py:init():623] wandb.init called with sweep_config: {}
config: {'epochs': 1000, 'batch_size': 64, 'learning_rate': 0.001, 'latent_dim': 64}
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_init.py:init():666] starting backend
2024-10-02 12:09:30,619 INFO    MainThread:2155643 [wandb_init.py:init():670] setting up manager
2024-10-02 12:09:30,620 INFO    MainThread:2155643 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-10-02 12:09:30,621 INFO    MainThread:2155643 [wandb_init.py:init():678] backend started and connected
2024-10-02 12:09:30,622 INFO    MainThread:2155643 [wandb_init.py:init():773] updated telemetry
2024-10-02 12:09:30,626 INFO    MainThread:2155643 [wandb_init.py:init():806] communicating run to backend with 90.0 second timeout
2024-10-02 12:09:30,848 INFO    MainThread:2155643 [wandb_init.py:init():857] starting run threads in backend
2024-10-02 12:09:30,939 INFO    MainThread:2155643 [wandb_run.py:_console_start():2459] atexit reg
2024-10-02 12:09:30,939 INFO    MainThread:2155643 [wandb_run.py:_redirect():2307] redirect: wrap_raw
2024-10-02 12:09:30,939 INFO    MainThread:2155643 [wandb_run.py:_redirect():2372] Wrapping output streams.
2024-10-02 12:09:30,939 INFO    MainThread:2155643 [wandb_run.py:_redirect():2397] Redirects installed.
2024-10-02 12:09:30,941 INFO    MainThread:2155643 [wandb_init.py:init():900] run started, returning control to user process
2024-10-02 12:10:48,289 WARNING MsgRouterThr:2155643 [router.py:message_loop():77] message_loop has been closed
